A,B,C,D,E,F,G,H,I,J,RESULT
0,0,1,1,3,0,0,4,1,0,0
0,1,0,1,6,0,0,1,1,5,0
0,1,1,1,7,0,0,12,1,50,0
0,0,1,1,7,13000,0,21,1,14,0
0,0,0,1,3,0,0,1,1,43260,0
0,0,0,1,7,0,0,11,1,43260,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,1,0,7,15000,0,2,1,34,0
0,0,1,0,7,13950,0,7,1,15,0
0,0,0,1,4,0,0,1,1,43260,0
0,1,1,1,3,6700,0,4,1,0,0
0,0,0,1,4,22320,0,1,1,43260,0
0,0,1,0,7,0,0,23,1,27,0
0,0,0,1,1,0,0,5,1,676,0
0,0,1,0,7,0,0,1,1,119,0
0,0,1,0,7,9500,0,10,1,43260,0
0,1,1,1,7,12000,0,50,1,43260,0
0,1,0,1,7,7500,0,5,1,7,0
0,0,0,1,7,0,0,4,1,620,0
0,0,1,0,7,0,0,1,1,270,0
0,1,0,0,7,0,0,1,1,43260,0
0,0,0,1,7,0,0,13,1,336,0
0,1,0,1,3,10000,0,4,1,0,0
0,0,0,1,6,0,0,3,1,43260,0
0,0,0,1,4,0,0,1,1,43260,0
0,0,0,1,7,0,0,2,1,368,0
0,1,0,1,7,50000,0,15,1,29,0
0,0,0,1,7,0,0,5,1,43260,0
0,1,1,1,7,0,0,5,1,48,1
0,1,1,1,7,8500,0,14,1,12,0
0,0,0,1,7,0,0,0,1,43260,0
0,1,1,1,3,0,0,5,1,43260,0
0,0,0,1,7,18400,0,2,1,15,0
0,0,1,0,2,0,0,9,1,253,0
0,0,1,0,7,0,0,1,1,43260,0
0,0,0,1,7,0,0,3,1,43260,0
0,0,1,0,7,0,0,9,1,43260,0
0,0,1,1,7,25000,0,4,1,43260,0
0,1,1,0,7,12000,0,10,1,39,0
0,0,0,1,2,0,0,1,1,43260,0
0,0,0,1,7,9000,0,1,1,145,0
0,0,1,0,3,0,0,1,0,43260,0
0,0,1,0,7,0,0,5,1,839,1
0,0,0,1,3,0,0,9,1,0,0
0,1,0,1,2,0,0,1,1,238,0
0,0,0,1,7,0,0,25,1,120,0
0,0,0,1,2,0,0,1,1,43260,0
0,0,0,1,6,0,1,3,0,43260,0
0,0,0,1,6,0,0,1,1,43260,0
0,0,1,1,6,19000,0,4,1,43260,0
0,0,0,1,5,0,0,1,1,43260,0
1,0,1,0,7,0,0,24,1,43260,0
0,0,1,0,7,0,0,2,1,48,0
0,1,0,0,1,0,0,1,1,43260,0
0,0,1,0,6,0,0,1,1,1328,0
0,0,1,0,7,9300,0,1,1,49,0
0,0,0,1,1,0,0,2,1,43260,0
0,0,1,0,7,0,0,0,1,43260,0
0,0,1,0,7,0,0,1,1,43260,0
0,0,0,1,7,7500,0,24,1,4,0
0,0,0,1,5,7500,0,1,1,98,0
0,1,1,1,7,12000,0,110,1,3,0
0,0,0,1,4,6000,0,1,1,119,0
0,1,0,1,7,0,0,8,1,43260,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,0,1,7,8000,0,2,1,222,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,1,0,7,0,0,3,1,47,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,0,1,6,0,0,1,1,43260,0
0,0,1,0,7,0,0,4,1,34,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,0,1,4,8500,0,1,1,132,1
0,0,0,1,7,0,0,9,1,43260,0
0,1,1,0,7,23000,0,3,1,33,0
0,0,0,1,5,13950,0,5,1,2353,0
0,0,0,1,6,10000,0,2,1,112,0
0,0,0,1,7,0,0,4,1,43260,0
0,0,1,1,7,0,0,12,1,6,0
0,0,1,1,7,12000,0,8,1,8,0
0,0,0,1,7,8000,0,10,1,32,0
0,0,1,0,7,8000,0,10,1,25,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,0,1,1,0,0,2,1,908,0
0,0,0,1,7,7440,0,2,1,89,0
0,0,1,0,6,0,0,5,1,323,0
0,1,1,1,7,0,0,57,1,27,0
0,0,0,1,7,0,0,32,1,92,0
0,0,0,1,1,10000,0,3,1,43260,0
0,0,0,1,7,5500,0,37,1,8,0
0,0,0,1,2,16000,0,1,1,43260,1
0,0,1,0,7,0,0,4,1,677,0
0,0,0,1,7,15000,0,6,1,13,0
0,1,1,0,7,0,0,38,1,57,0
0,0,0,1,7,30000,0,4,1,28,0
0,0,0,1,7,0,0,7,1,144,0
0,0,1,0,6,0,0,1,1,358,0
0,0,1,0,7,0,0,3,1,43260,0
0,0,1,1,7,0,0,14,1,706,0
0,0,1,0,7,10000,0,1,1,34,0
0,1,1,0,7,0,0,12,1,1022,0
0,0,0,1,7,12000,0,12,1,43260,0
0,0,0,1,7,0,0,8,1,180,0
0,0,1,0,7,0,0,2,1,119,0
0,1,0,1,3,9500,0,1,1,1525,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,0,1,4,0,0,1,1,148,0
0,0,1,0,7,0,0,18,1,20,0
0,0,1,0,7,0,0,1,1,43260,0
0,0,1,1,3,0,0,4,1,43260,0
0,0,0,1,3,10230,0,3,1,43260,0
0,1,0,0,2,0,0,9,1,315,0
0,1,0,1,3,0,0,4,1,43260,0
0,0,1,1,7,14000,0,16,1,12,0
0,0,0,1,7,10000,0,1,1,725,0
0,0,1,0,7,0,0,1,1,43260,0
0,0,1,0,7,7440,0,4,1,35,0
0,0,0,1,7,0,0,48,1,2148,0
0,0,0,1,7,0,0,7,1,43260,0
0,0,1,1,7,25000,0,27,1,85,0
0,0,1,0,7,0,0,3,1,83,0
0,0,0,1,6,0,0,2,1,43260,0
0,0,0,1,1,0,0,1,1,43260,0
0,1,0,0,3,0,0,1,1,43260,0
0,0,0,1,7,5000,0,2,1,1246,0
0,0,0,1,1,0,0,1,1,43260,0
0,1,1,1,7,0,0,7,1,92,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,1,1,7,7626,0,34,1,5,0
0,0,1,1,7,16500,0,11,1,1096,0
1,0,0,1,3,0,0,4,1,1832,0
0,0,0,1,3,0,0,1,0,43260,0
0,1,1,0,7,0,0,51,1,41,0
0,0,1,0,3,0,0,5,1,43260,0
0,1,0,0,7,0,0,3,1,43260,0
0,0,1,0,7,0,0,4,1,1037,0
0,0,1,1,7,26000,0,29,1,1,0
0,0,1,0,7,20000,0,2,1,15,0
0,0,1,0,7,0,0,8,1,43260,0
0,0,0,1,3,0,0,2,0,43260,0
0,0,0,1,3,0,0,3,1,6,0
0,0,1,1,7,7500,0,4,1,42,0
0,0,0,1,7,0,0,5,1,64,0
0,0,0,1,7,0,0,2,1,1581,0
0,0,1,0,6,0,0,1,0,43260,0
0,0,0,1,7,0,0,5,1,476,0
0,0,0,1,7,0,0,9,1,40,0
0,0,0,1,3,0,0,1,0,2349,0
0,0,1,0,7,14300,0,7,1,46,0
0,0,1,0,7,0,0,16,1,12,0
0,0,1,0,7,0,0,1,1,652,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,1,0,7,0,0,3,1,391,0
0,0,0,1,2,0,0,2,1,314,0
0,0,0,1,3,0,0,2,0,43260,0
0,0,1,0,7,0,0,4,1,1778,0
0,0,1,0,7,65100,0,11,1,8,0
0,0,0,1,5,0,0,5,1,43260,0
0,1,1,0,7,0,0,4,1,725,0
0,0,1,1,7,8000,0,9,1,19,0
0,0,0,1,1,5400,0,1,0,43260,0
0,0,0,1,7,15000,0,1,1,43260,0
0,0,0,1,7,0,0,4,1,180,0
0,0,1,1,6,0,0,3,1,39,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,0,1,7,0,0,36,1,40,0
0,0,0,1,1,0,0,1,1,43260,0
1,1,0,1,3,0,0,4,1,43260,0
0,0,1,1,7,5500,0,7,1,43260,0
0,0,0,1,3,0,0,3,0,43260,0
0,0,1,0,7,10640,0,1,1,47,0
0,0,1,0,7,14000,0,11,1,15,0
0,1,0,1,7,8000,0,1,1,105,0
0,0,0,1,7,0,0,1,1,43260,1
0,0,0,1,6,0,0,5,1,698,0
0,0,0,1,7,0,0,20,1,40,0
0,0,1,0,7,0,0,5,1,13,0
0,0,0,1,3,0,1,1,0,43260,0
0,0,0,1,7,10000,0,7,1,28,0
0,0,1,1,7,8000,0,46,1,4,0
0,0,1,0,7,8500,0,1,1,133,0
0,0,0,1,7,13500,0,1,1,75,0
0,0,1,0,7,8000,0,7,1,0,0
0,0,1,0,7,0,0,1,1,935,0
0,0,0,1,7,8000,0,1,1,106,0
0,0,1,0,7,0,0,2,1,81,0
0,1,0,0,7,0,0,7,1,48,0
0,1,0,1,4,18600,0,8,1,130,0
0,1,1,0,7,6900,0,1,1,43260,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,1,0,5,8500,0,9,1,1,0
0,0,0,1,7,0,0,3,1,43260,0
0,0,1,0,7,5580,0,1,0,43260,0
0,0,0,1,3,0,0,1,1,43260,0
0,0,1,0,7,7440,0,10,1,15,0
0,0,1,0,7,0,0,1,1,43260,0
1,1,0,1,2,11000,0,1,1,43260,0
0,0,1,1,7,0,0,5,1,43260,0
0,0,0,1,7,0,0,3,1,74,0
0,0,0,1,7,30000,0,30,1,26,0
0,0,1,0,7,0,0,7,1,43260,0
0,0,1,1,7,0,0,17,1,12,0
0,0,1,0,7,8200,0,7,1,20,0
0,0,1,1,7,6000,0,27,1,27,0
0,0,0,1,3,0,0,2,1,0,0
0,0,1,0,7,17670,0,1,1,43260,0
0,0,0,1,4,8370,0,1,1,43260,0
0,0,0,1,7,0,0,1,1,228,0
0,0,0,1,6,12000,0,1,1,106,0
0,0,0,1,7,0,0,2,1,75,0
0,1,1,0,7,6200,0,11,1,26,0
0,0,1,0,7,8000,0,5,1,407,0
0,0,1,0,7,0,0,5,1,124,0
0,0,1,1,7,0,0,10,1,26,0
0,1,1,1,7,10500,0,10,1,11,0
0,0,0,1,7,8000,0,2,1,43260,0
0,0,0,1,7,0,0,3,1,2219,0
0,0,0,1,1,0,0,3,1,1432,0
1,0,0,1,3,0,0,1,1,43260,0
0,1,0,1,7,22500,0,6,1,1,0
0,0,1,0,7,0,0,5,1,123,0
0,0,0,1,7,0,0,3,1,43260,0
0,1,1,1,7,17000,0,29,1,15,0
0,0,1,0,6,0,0,2,1,252,0
0,0,0,1,7,7533,0,3,1,15,0
0,0,1,1,4,0,0,3,1,99,0
0,0,0,1,4,0,0,1,1,452,0
0,0,0,1,6,0,0,3,1,236,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,0,1,7,0,0,92,1,88,0
0,0,1,1,7,0,0,25,1,13,0
0,0,0,1,7,0,0,1,1,49,0
1,0,1,0,7,0,0,4,1,43260,0
0,1,0,1,4,5394,0,2,1,1,0
0,0,0,1,5,0,0,2,0,43260,0
0,0,0,1,3,6000,0,1,0,43260,0
0,1,1,0,4,0,0,10,1,5,0
0,0,1,0,7,9500,0,4,1,12,0
0,0,1,0,7,8500,0,31,1,21,0
0,0,1,0,7,0,0,2,1,64,0
0,0,1,0,6,0,0,10,1,831,0
1,0,0,1,7,0,0,1,1,43260,0
0,0,1,1,7,12000,0,8,1,34,0
0,0,1,0,7,6600,1,7,1,34,0
0,1,0,1,6,20000,0,4,1,243,0
0,0,0,1,7,0,0,11,1,43260,0
0,0,0,1,7,7440,0,5,1,6,0
1,0,0,1,7,5000,0,1,1,43260,0
0,0,1,0,7,0,0,3,1,332,0
0,0,0,1,6,8500,0,0,1,43260,0
0,0,0,1,3,0,0,3,1,43260,0
0,0,1,0,3,0,0,2,1,43260,0
0,0,0,1,7,6000,0,16,1,40,0
0,0,0,1,2,0,0,4,1,643,0
0,0,0,1,5,0,0,1,1,154,0
0,0,0,1,3,0,0,2,1,43260,0
0,1,1,0,7,0,0,3,1,43260,0
0,0,1,0,7,0,0,4,1,8,0
0,0,1,0,5,0,0,8,1,43260,0
0,0,0,1,7,0,0,23,1,141,0
0,0,1,1,7,0,0,28,1,12,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,1,1,3,0,0,7,0,43260,0
0,0,1,0,7,6000,0,4,1,12,0
0,0,1,1,4,0,0,5,1,43260,0
0,0,1,0,7,10000,0,15,1,71,0
0,0,1,1,7,0,0,6,1,1631,0
0,0,1,0,7,0,0,9,1,48,0
0,0,1,0,4,8370,0,1,1,43260,0
0,0,1,0,7,0,0,3,1,294,0
0,0,0,1,7,0,0,15,1,98,0
0,0,0,1,3,0,1,1,1,43260,1
0,0,1,0,7,0,0,1,1,43260,0
0,1,1,0,7,6510,0,3,1,1,0
0,0,0,1,7,15000,0,1,1,43260,0
0,0,1,0,7,0,0,1,1,43260,0
1,0,0,1,7,0,0,1,1,363,0
0,0,0,1,7,558000,0,32,1,13,0
0,0,1,0,6,6800,0,1,1,99,0
0,0,0,1,6,0,0,1,1,43260,0
0,1,1,0,1,8500,0,3,1,43260,0
0,0,0,1,7,6882,0,3,1,110,0
0,1,1,1,7,0,0,5,1,43260,0
0,0,1,0,7,18000,0,3,1,56,0
0,0,0,1,4,0,0,3,1,43260,0
0,1,1,1,7,0,0,31,1,0,0
0,0,1,1,4,11000,0,4,1,0,0
0,0,0,1,7,14000,0,0,1,2393,0
0,0,0,1,7,16000,0,1,1,7,0
0,0,0,1,1,0,0,2,0,43260,0
0,0,0,1,7,0,0,2,1,946,0
0,0,1,1,7,8000,0,11,1,4,0
0,0,0,1,6,13000,0,2,1,57,0
0,0,1,0,1,0,0,3,1,43260,0
0,0,0,1,4,0,0,1,1,43260,0
0,0,1,0,7,0,0,15,1,27,0
0,0,0,1,7,0,0,14,1,33,0
0,0,0,1,1,0,0,1,0,43260,0
0,0,0,1,5,0,0,3,1,43260,0
0,1,0,0,7,15000,0,19,1,12,0
0,0,1,0,5,0,0,1,0,43260,0
0,1,0,1,7,0,0,13,1,575,0
0,0,1,1,7,0,0,13,1,25,0
0,0,1,0,1,0,0,2,1,740,0
0,0,0,1,7,11000,0,6,1,211,0
0,0,1,1,7,0,0,7,1,141,0
0,0,1,1,3,0,0,16,1,7,0
0,0,1,0,7,15000,0,3,1,5,0
0,0,0,1,7,0,0,1,1,97,0
0,0,0,1,3,0,0,3,1,43260,0
0,0,0,1,3,0,0,3,1,43260,0
0,1,1,1,7,0,0,14,1,43260,0
0,0,1,1,7,0,0,5,1,43260,0
0,0,1,0,7,14000,0,3,1,15,0
0,0,1,1,7,10000,0,13,1,4,0
0,0,0,1,3,0,0,1,1,43260,0
1,0,0,1,4,0,0,1,1,7,0
0,0,1,1,7,0,1,6,1,354,0
0,0,0,1,4,10000,0,1,1,132,0
0,0,0,1,7,0,0,16,1,25,0
0,0,1,1,1,0,0,2,1,43260,0
0,0,0,1,7,9300,0,2,1,0,0
0,0,1,1,3,0,0,3,1,43260,0
0,0,0,1,7,8000,0,5,1,12,0
1,0,1,0,3,10000,0,4,1,43260,0
0,0,1,0,7,0,0,3,1,32,0
0,0,1,1,7,8000,0,18,1,12,0
0,0,1,0,7,8500,0,1,1,1211,0
0,1,1,1,7,0,0,7,1,48,0
0,0,0,1,6,7200,0,2,1,176,0
0,0,1,0,7,0,0,3,1,43260,0
0,0,0,1,3,0,0,1,0,43260,0
1,0,0,0,7,8000,0,0,1,43260,0
0,0,1,0,7,0,0,5,1,21,1
0,0,0,1,7,0,0,7,1,43260,0
0,0,0,1,7,15000,0,3,1,43260,1
0,1,0,0,7,33000,0,3,1,1,0
0,0,1,0,7,7000,0,17,1,34,0
0,0,1,1,7,12000,0,19,1,6,0
0,1,1,1,7,0,0,25,1,18,0
0,1,1,1,2,6300,0,3,1,0,0
0,0,1,0,3,6882,0,1,0,43260,0
0,0,1,0,7,0,0,8,1,92,0
0,0,0,1,6,0,0,1,1,43260,0
0,0,1,1,7,12000,0,18,1,41,0
0,0,1,0,7,0,0,1,1,148,0
0,0,1,1,7,0,0,22,1,43260,0
0,0,1,1,3,0,0,4,0,43260,0
0,0,0,1,7,16000,0,40,1,6,0
0,0,1,0,4,0,1,1,0,43260,0
1,0,0,0,1,9500,0,0,1,43260,0
1,0,1,1,7,0,0,1,1,43260,0
0,0,1,0,7,0,0,1,1,1008,0
0,0,0,1,7,0,0,4,1,43260,0
0,0,1,1,7,5000,0,17,1,8,0
0,0,1,0,7,0,0,11,1,61,0
0,0,0,1,7,0,0,8,1,110,0
0,0,0,1,7,0,0,0,1,321,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,1,0,7,0,0,1,1,43260,0
0,0,0,1,7,0,0,18,1,46,0
0,0,0,1,7,13000,0,1,1,168,0
0,0,1,0,3,0,1,2,1,0,0
0,0,0,1,7,0,0,2,1,502,0
0,0,0,1,1,0,0,1,1,43260,0
1,0,0,0,1,0,0,0,1,43260,0
0,0,0,1,7,0,0,5,1,43260,0
0,0,0,1,2,13000,0,2,1,43260,0
0,0,0,1,3,18600,0,1,0,43260,0
0,0,0,1,7,9000,0,1,1,146,0
0,0,1,1,4,0,0,2,1,2394,0
0,0,1,0,6,0,0,2,1,875,0
1,1,1,1,7,0,0,12,1,43260,0
0,0,0,1,7,10000,0,1,1,231,0
0,0,0,1,7,9500,0,1,1,43260,0
1,0,0,1,7,0,0,3,1,43260,0
0,0,0,1,3,0,0,2,1,43260,0
0,0,0,1,6,5208,0,2,1,43260,1
0,0,0,1,7,0,0,3,1,43260,0
0,0,1,0,7,0,0,2,1,43260,0
0,0,0,1,7,0,0,2,1,43260,0
0,0,0,1,2,0,0,1,1,350,0
0,0,1,0,7,0,0,8,1,6,0
0,0,1,1,3,0,1,4,1,0,0
0,0,1,1,7,20000,0,20,1,45,0
0,0,1,0,7,10000,0,3,1,43,0
0,0,0,1,7,8500,0,1,1,2630,0
0,0,1,1,7,0,0,6,1,88,0
0,1,0,1,7,0,0,1,1,43260,0
0,0,1,1,7,0,0,26,1,4,0
0,0,1,0,6,11000,0,1,1,1152,0
0,0,1,1,7,0,0,18,1,13,0
0,0,0,1,7,0,0,15,1,43260,0
0,0,1,0,7,0,0,3,1,846,0
0,0,0,1,7,9500,0,0,1,154,0
0,0,1,0,7,0,0,3,1,74,0
0,0,1,0,7,6000,0,4,1,50,0
0,1,0,1,7,0,0,4,1,181,0
0,0,1,0,7,0,0,39,1,34,0
0,0,0,1,7,0,0,6,1,42,0
0,0,1,0,7,0,0,7,1,43260,0
1,0,0,0,3,0,0,0,0,43260,0
0,0,1,0,2,0,0,5,1,43260,0
0,0,1,0,7,0,0,3,1,26,0
0,0,0,1,3,8000,0,0,1,43260,1
0,0,1,1,7,0,0,13,1,43260,0
0,1,0,1,7,0,0,15,1,8,0
0,1,0,1,7,0,0,45,1,8,0
0,0,1,0,7,11000,0,1,1,2342,0
0,0,1,1,7,0,0,4,1,43260,0
0,0,1,0,7,0,0,8,1,537,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,1,0,7,6500,0,14,1,13,0
0,0,1,0,7,0,0,2,1,43260,0
1,1,0,0,7,0,0,5,1,43260,0
0,0,1,0,3,0,0,4,1,43260,0
0,0,0,1,7,0,0,2,0,43260,0
0,0,0,1,5,0,0,1,1,43260,0
0,1,1,1,7,6500,0,32,1,14,0
1,1,0,0,1,0,0,1,1,43260,0
0,0,1,1,7,0,0,11,1,316,0
0,0,1,0,5,20000,0,2,1,43260,0
0,0,1,1,7,15000,0,11,1,32,1
0,0,1,0,7,0,0,2,1,43260,0
0,0,1,0,7,0,0,1,1,306,0
0,0,0,1,7,12500,0,2,1,43260,0
0,0,1,1,7,0,0,14,1,386,0
0,0,1,0,7,8500,0,4,1,36,0
0,0,0,1,4,15000,0,1,1,182,0
0,0,0,1,7,15000,0,4,1,57,0
0,0,0,1,7,18000,0,4,1,4,0
0,0,0,1,7,0,0,7,1,1204,0
0,0,0,1,1,0,0,1,0,43260,0
0,1,0,0,7,0,0,1,1,85,0
0,1,0,1,1,0,0,6,1,43260,0
0,1,0,0,7,0,0,3,0,43260,0
0,0,1,1,6,0,0,2,1,43260,0
0,0,0,1,7,0,1,9,1,5,0
0,0,1,0,7,0,0,1,1,166,0
1,0,0,0,2,0,0,0,1,546,0
0,0,1,0,7,0,0,6,1,81,0
0,0,0,1,4,0,0,2,1,1275,0
0,0,0,1,7,7000,0,4,1,18,0
0,1,0,0,7,0,0,6,1,77,0
0,0,0,1,7,0,0,3,1,1855,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,0,1,7,0,0,5,1,43260,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,0,1,7,12000,0,1,1,138,0
0,0,1,0,7,13000,0,6,1,35,0
0,0,1,0,7,7440,0,6,1,99,0
0,0,0,1,7,0,0,4,1,82,0
0,1,1,1,7,6138,0,9,1,27,0
0,0,1,0,7,0,0,4,1,43260,0
0,1,1,0,7,10000,0,19,1,1,0
0,1,0,1,7,0,0,9,1,43260,0
0,0,1,1,7,0,0,21,1,1180,1
0,0,1,0,7,11300,0,4,1,27,0
0,0,1,0,7,0,0,15,1,32,0
0,0,0,1,7,0,0,3,1,43260,0
0,1,0,1,3,0,0,3,1,43260,0
0,0,1,0,7,0,0,1,1,272,0
0,0,0,1,7,6510,1,1,1,1037,0
0,0,1,0,7,0,0,12,1,55,0
0,1,0,0,7,0,0,4,1,35,0
0,0,1,1,7,0,0,19,1,96,0
0,0,1,0,7,8300,0,1,1,91,0
0,1,1,1,7,0,0,12,1,43260,0
0,0,0,1,1,0,0,3,1,1391,0
0,0,0,1,7,0,0,6,1,43260,0
0,0,0,1,4,0,0,1,1,232,0
0,1,0,1,3,65000,0,0,1,2202,0
0,0,0,1,5,0,0,1,0,43260,0
0,0,0,1,6,9000,0,2,1,56,0
0,0,0,1,7,8500,0,9,1,8,0
0,0,1,0,4,0,1,3,1,43260,0
0,0,0,1,7,0,0,10,1,43260,0
0,0,1,0,7,0,0,9,1,77,0
0,0,0,1,4,6510,0,1,1,43260,0
0,0,0,1,7,10000,0,6,1,25,0
0,0,0,1,2,0,0,1,1,43260,0
0,0,0,1,7,20000,0,44,1,0,0
0,0,1,0,7,12000,0,1,1,43260,0
0,0,0,1,7,0,0,7,1,43260,0
0,0,1,0,7,6200,0,7,1,19,1
0,0,0,1,7,0,0,8,1,47,0
0,0,1,0,7,13000,0,6,1,5,0
0,1,1,1,7,0,0,14,1,8,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,0,1,7,6000,0,7,1,43260,0
0,0,0,1,6,0,0,1,0,43260,0
0,0,0,1,4,0,0,2,1,43260,0
0,0,1,1,7,0,0,25,1,40,0
0,1,0,1,3,0,0,2,1,43260,0
0,1,1,1,2,6500,0,3,1,43260,0
0,0,1,0,7,0,0,9,1,43260,0
0,0,1,0,5,0,0,1,0,43260,0
0,0,0,1,2,6510,0,4,1,7,0
0,0,0,1,2,0,0,1,1,1246,0
0,1,0,0,7,12000,0,6,1,43,0
0,0,0,1,4,0,0,1,0,43260,0
0,0,1,0,7,7500,0,9,1,96,0
0,0,0,1,7,0,0,12,1,43260,0
0,0,0,1,7,8000,0,1,1,116,0
0,0,0,1,5,0,0,2,1,575,0
0,0,1,1,7,18600,0,36,1,0,0
0,0,1,0,7,0,0,7,1,456,0
0,0,0,1,2,0,0,1,1,734,0
0,0,1,1,7,0,0,24,1,33,0
0,0,0,1,3,8000,0,2,1,43260,0
0,0,0,1,7,0,0,6,1,277,0
0,0,1,0,7,0,0,1,1,19,0
0,0,1,0,5,0,0,1,1,931,0
0,0,0,1,7,0,0,2,1,743,0
0,0,1,1,7,0,0,13,1,40,0
0,0,0,1,7,7440,0,1,1,84,0
0,0,1,0,7,0,0,14,1,43260,0
0,0,0,1,7,0,0,26,1,77,0
0,0,0,1,7,0,0,5,1,43260,0
0,0,1,0,7,0,0,21,1,41,0
0,0,0,1,7,6500,0,2,1,43260,0
0,0,0,1,7,0,0,62,1,25,0
0,0,1,0,7,9000,0,3,1,43260,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,0,1,7,0,0,38,1,43260,0
0,0,1,1,7,0,0,11,1,84,0
0,0,0,1,3,0,0,1,0,43260,0
0,0,1,0,7,0,0,5,1,43260,0
0,1,0,1,7,10000,0,2,1,43260,0
0,0,1,0,2,0,0,2,1,43260,0
0,0,1,1,7,15000,0,31,1,41,0
0,0,0,1,2,0,0,1,1,43260,0
0,1,1,1,7,10000,0,15,1,25,0
0,0,0,1,6,0,0,1,0,43260,0
0,0,1,1,7,0,0,21,1,25,0
0,0,1,0,7,0,1,3,1,43260,0
0,1,1,1,7,0,0,13,1,43260,0
0,0,1,0,7,0,0,1,0,43260,0
0,0,1,1,1,0,0,2,1,0,0
0,0,1,1,3,0,0,4,0,4,0
0,1,1,1,7,8140,0,15,1,76,0
0,0,1,0,3,0,0,2,0,43260,0
0,0,0,1,3,0,0,3,1,43260,0
0,0,1,0,7,0,0,3,1,43260,0
0,0,0,1,7,0,0,1,1,43260,0
0,1,0,1,7,0,0,13,1,11,0
0,1,1,0,7,0,0,3,1,43260,0
0,0,1,0,7,0,0,4,1,123,0
0,0,0,1,3,0,0,1,1,43260,0
0,0,1,1,3,0,0,5,1,43260,0
0,0,1,0,4,12000,1,1,1,189,1
0,0,1,0,7,8000,0,9,1,193,0
0,1,1,0,7,0,0,10,1,19,0
0,1,1,0,5,0,0,3,1,43260,0
0,0,1,1,7,0,0,12,1,6,0
0,0,1,0,7,0,0,4,1,47,0
0,0,1,1,7,6000,0,10,1,43260,0
0,0,1,0,7,0,0,2,1,43260,0
0,0,0,1,7,0,0,2,1,924,0
0,0,1,0,7,11500,0,7,1,4,0
0,0,0,1,7,0,0,4,1,512,0
0,0,0,1,7,35000,0,6,1,21,0
0,0,1,0,7,0,0,2,0,43260,0
0,1,1,0,3,0,0,1,1,43260,0
0,0,1,1,7,0,0,4,1,43260,0
0,1,1,0,7,6000,0,2,1,32,0
0,1,1,1,7,7000,0,38,1,20,0
0,0,1,1,7,5200,0,10,1,739,1
1,0,0,0,1,0,0,0,1,43260,0
0,0,0,1,7,15000,0,6,1,43260,0
0,0,0,1,3,0,0,2,0,43260,0
0,0,1,0,7,0,0,7,1,103,0
0,0,0,1,7,0,0,0,1,74,0
0,0,1,1,7,0,0,20,1,28,0
0,0,1,0,7,16000,0,4,1,14,0
0,0,1,0,7,0,0,10,1,12,0
1,0,0,1,1,0,0,1,1,43260,0
0,0,1,0,7,0,0,2,0,43260,0
0,0,0,1,3,0,0,1,1,43260,0
0,0,1,1,7,14000,0,3,1,18,0
0,0,1,0,7,7000,0,4,1,41,0
0,0,1,0,7,20000,0,6,1,21,0
0,0,1,0,7,0,0,3,1,43260,0
0,0,0,1,7,0,0,7,1,49,0
0,0,0,1,3,0,0,2,1,43260,0
0,0,0,1,7,0,0,6,1,43260,0
0,0,0,1,2,0,0,1,1,785,0
0,0,1,0,7,6000,0,8,1,232,0
0,0,0,1,7,7440,0,10,1,56,0
0,0,0,1,7,0,0,30,1,5,0
0,1,0,1,7,0,0,0,1,56,0
0,0,1,1,3,0,0,2,1,43260,0
0,0,1,0,6,0,0,1,1,43260,0
0,0,0,1,6,0,0,1,1,43260,0
0,0,0,1,7,12000,0,7,1,12,0
0,0,1,0,7,0,0,2,1,176,0
0,0,1,0,7,0,0,15,1,11,0
0,1,0,1,7,8370,0,10,1,12,0
0,1,1,1,7,0,0,8,1,43260,0
0,0,0,1,7,0,0,1,1,43260,0
0,0,1,0,7,0,0,8,0,43260,0
0,0,1,0,7,11000,0,14,1,4,0
0,0,1,0,7,17000,0,5,1,371,0
0,0,0,1,5,5394,0,1,0,43260,0
0,0,1,0,7,0,0,1,1,97,0
0,0,0,1,7,7300,0,6,1,1216,0
0,1,0,1,2,0,0,2,1,43260,1
0,1,0,1,1,10000,0,3,1,1134,1
1,0,0,0,3,0,0,0,1,43260,0
0,0,0,1,7,0,0,3,1,216,0
0,1,1,1,7,8000,0,84,1,0,0
0,1,1,1,1,30000,0,1,1,6,0
